rule,idx,project,file,line,verdict,reason
DCL06-C,51,libcrc,src/crc16.c,65,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,52,libcrc,src/crc16.c,131,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,53,libcrc,src/crc16.c,138,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,54,libcrc,src/crc32.c,63,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,55,libcrc,src/crc32.c,66,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,56,libcrc,src/crc64.c,63,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,57,libcrc,src/crc64.c,63,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,58,libcrc,src/crc64.c,92,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,59,libcrc,src/crcccitt.c,42,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,60,libcrc,src/crcccitt.c,106,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,61,libcrc,src/crcccitt.c,144,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,62,libcrc,src/crcccitt.c,151,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,63,libcrc,src/crcdnp.c,43,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,64,libcrc,src/crcdnp.c,67,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,65,libcrc,src/crcdnp.c,71,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,66,libcrc,src/crcdnp.c,72,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,67,libcrc,src/crcdnp.c,110,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,68,libcrc,src/crcdnp.c,117,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,69,libcrc,src/crckrmit.c,41,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,70,libcrc,src/crckrmit.c,66,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,71,libcrc,src/crckrmit.c,69,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,72,libcrc,src/crckrmit.c,70,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,73,libcrc,src/crckrmit.c,108,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,74,libcrc,src/crckrmit.c,115,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,75,libcrc,src/crcsick.c,61,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,76,libcrc,src/crcsick.c,63,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL06-C,77,libcrc,src/crcsick.c,72,FP,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety
DCL15-C,78,libcrc,src/crc64.c,103,TP,update_crc_64 has external linkage but is not declared in checksum.h nor used cross-file; should be static or given a prototype
DCL16-C,79,libcrc,precalc/crc64_table.c,62,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,80,libcrc,precalc/precalc.c,156,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,81,libcrc,precalc/precalc.c,157,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,82,libcrc,precalc/precalc.c,158,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,83,libcrc,src/crc32.c,63,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,84,libcrc,src/crc32.c,66,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,85,libcrc,src/crc32.c,79,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,86,libcrc,src/crc64.c,63,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,87,libcrc,src/crc64.c,89,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,88,libcrc,src/crc64.c,92,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,89,libcrc,src/crc64.c,105,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,90,libcrc,test/testcrc.c,63,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,91,libcrc,test/testcrc.c,63,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,92,libcrc,test/testcrc.c,63,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,93,libcrc,test/testcrc.c,64,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,94,libcrc,test/testcrc.c,64,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,95,libcrc,test/testcrc.c,64,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,96,libcrc,test/testcrc.c,65,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,97,libcrc,test/testcrc.c,65,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,98,libcrc,test/testcrc.c,65,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,99,libcrc,test/testcrc.c,66,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,100,libcrc,test/testcrc.c,66,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
DCL16-C,101,libcrc,test/testcrc.c,66,FP,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk
ENV01-C,102,libcrc,examples/tstcrc.c,58,FP,no getenv()/environment-variable use in the flagged code
ERR00-C,103,libcrc,examples/tstcrc.c,205,FP,fopen/fgetc return IS checked (if(fp..) / !=EOF); fclose on a read stream is benign
ERR00-C,104,libcrc,examples/tstcrc.c,210,FP,fopen/fgetc return IS checked (if(fp..) / !=EOF); fclose on a read stream is benign
ERR00-C,105,libcrc,examples/tstcrc.c,225,FP,fopen/fgetc return IS checked (if(fp..) / !=EOF); fclose on a read stream is benign
ERR00-C,106,libcrc,precalc/precalc.c,131,FP,fopen/fgetc return IS checked (if(fp..) / !=EOF); fclose on a read stream is benign
ERR00-C,107,libcrc,precalc/precalc.c,167,TP,fclose() on a written stream is unchecked; a close/flush failure (e.g. disk full) silently loses the generated table
ERR33-C,108,libcrc,examples/tstcrc.c,210,FP,fgetc result is checked against EOF; an fclose failure on a read-only stream is inconsequential
ERR33-C,109,libcrc,examples/tstcrc.c,225,FP,fgetc result is checked against EOF; an fclose failure on a read-only stream is inconsequential
EXP12-C,110,libcrc,examples/tstcrc.c,83,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,111,libcrc,examples/tstcrc.c,87,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,112,libcrc,examples/tstcrc.c,88,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,113,libcrc,examples/tstcrc.c,89,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,114,libcrc,examples/tstcrc.c,90,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,115,libcrc,examples/tstcrc.c,91,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,116,libcrc,examples/tstcrc.c,101,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,117,libcrc,examples/tstcrc.c,225,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,118,libcrc,examples/tstcrc.c,228,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,119,libcrc,examples/tstcrc.c,246,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,120,libcrc,precalc/precalc.c,75,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,121,libcrc,precalc/precalc.c,76,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,122,libcrc,precalc/precalc.c,106,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,123,libcrc,precalc/precalc.c,114,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,124,libcrc,precalc/precalc.c,135,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,125,libcrc,precalc/precalc.c,139,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,126,libcrc,precalc/precalc.c,140,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,127,libcrc,precalc/precalc.c,141,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,128,libcrc,precalc/precalc.c,142,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,129,libcrc,precalc/precalc.c,143,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,130,libcrc,precalc/precalc.c,144,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,131,libcrc,precalc/precalc.c,145,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,132,libcrc,precalc/precalc.c,146,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,133,libcrc,precalc/precalc.c,147,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,134,libcrc,precalc/precalc.c,148,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,135,libcrc,precalc/precalc.c,150,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,136,libcrc,precalc/precalc.c,156,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,137,libcrc,precalc/precalc.c,157,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,138,libcrc,precalc/precalc.c,158,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,139,libcrc,precalc/precalc.c,159,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,140,libcrc,precalc/precalc.c,161,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,141,libcrc,precalc/precalc.c,162,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,142,libcrc,precalc/precalc.c,165,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,143,libcrc,precalc/precalc.c,167,TP,fclose() on a written stream is unchecked; a close/flush failure (e.g. disk full) silently loses the generated table
EXP12-C,144,libcrc,src/nmea-chk.c,72,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,145,libcrc,test/testall.c,51,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,146,libcrc,test/testall.c,57,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,147,libcrc,test/testall.c,59,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,148,libcrc,test/testall.c,60,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,149,libcrc,test/testcrc.c,98,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,150,libcrc,test/testcrc.c,121,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,151,libcrc,test/testcrc.c,128,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,152,libcrc,test/testcrc.c,135,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,153,libcrc,test/testcrc.c,142,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,154,libcrc,test/testcrc.c,149,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,155,libcrc,test/testcrc.c,156,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,156,libcrc,test/testcrc.c,163,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,157,libcrc,test/testcrc.c,170,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,158,libcrc,test/testcrc.c,177,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,159,libcrc,test/testcrc.c,184,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,160,libcrc,test/testcrc.c,191,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,161,libcrc,test/testcrc.c,198,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,162,libcrc,test/testcrc.c,206,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,163,libcrc,test/testcrc.c,209,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,164,libcrc,test/testcrc.c,210,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,165,libcrc,test/testnmea.c,214,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,166,libcrc,test/testnmea.c,221,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,167,libcrc,test/testnmea.c,227,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,168,libcrc,test/testnmea.c,230,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP12-C,169,libcrc,test/testnmea.c,231,FP,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence
EXP14-C,170,libcrc,examples/tstcrc.c,233,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,171,libcrc,examples/tstcrc.c,235,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,172,libcrc,examples/tstcrc.c,239,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,173,libcrc,examples/tstcrc.c,243,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,174,libcrc,precalc/crc64_table.c,58,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,175,libcrc,precalc/crc64_table.c,62,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,176,libcrc,precalc/crc64_table.c,63,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,177,libcrc,precalc/crc64_table.c,65,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,178,libcrc,src/crc64.c,63,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,179,libcrc,src/crc64.c,89,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,180,libcrc,src/crcccitt.c,106,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,181,libcrc,src/crcccitt.c,147,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,182,libcrc,src/crcccitt.c,151,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,183,libcrc,src/crcccitt.c,152,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,184,libcrc,src/crcccitt.c,154,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,185,libcrc,src/crcdnp.c,70,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,186,libcrc,src/crcdnp.c,72,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,187,libcrc,src/crckrmit.c,70,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,188,libcrc,src/crcsick.c,63,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,189,libcrc,src/crcsick.c,64,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,190,libcrc,src/crcsick.c,67,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,191,libcrc,src/crcsick.c,73,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,192,libcrc,src/crcsick.c,93,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,193,libcrc,src/crcsick.c,95,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP14-C,194,libcrc,src/crcsick.c,96,FP,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back
EXP19-C,195,libcrc,examples/tstcrc.c,96,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,196,libcrc,examples/tstcrc.c,97,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,197,libcrc,examples/tstcrc.c,111,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,198,libcrc,examples/tstcrc.c,122,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,199,libcrc,examples/tstcrc.c,123,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,200,libcrc,examples/tstcrc.c,124,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,201,libcrc,examples/tstcrc.c,208,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,202,libcrc,precalc/crc32_table.c,58,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,203,libcrc,precalc/crc64_table.c,62,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,204,libcrc,precalc/precalc.c,110,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,205,libcrc,precalc/precalc.c,111,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,206,libcrc,precalc/precalc.c,161,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,207,libcrc,src/crc16.c,58,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,208,libcrc,src/crc16.c,63,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,209,libcrc,src/crc16.c,86,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,210,libcrc,src/crc16.c,91,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,211,libcrc,src/crc16.c,109,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,212,libcrc,src/crc16.c,138,FP,"missing braces around a single-statement body; cosmetic, no defect"
EXP19-C,213,libcrc,src/crc32.c,61,FP,"missing braces around a single-statement body; cosmetic, no defect"
