project,file,line,rule,verdict,reason
pureftpd,src/log_mysql.c,305,API00-C,TP,"`password` is used (e.g. `strlen(password)`, `*password != 0`) with no NULL check at function entry, matching API00-C's definition."
pureftpd,src/log_mysql.c,305,API00-C,TP,"`sa` is dereferenced via `getnameinfo((const struct sockaddr *) sa, STORAGE_LEN(*sa), ...)` with no NULL check at function entry, matching API00-C's definition."
pureftpd,src/log_mysql.c,305,API00-C,TP,"`peer` is dereferenced via `getnameinfo(..., peer, ...)` / `STORAGE_FAMILY(*peer)` with no NULL check at function entry, matching API00-C's definition."
pureftpd,src/log_mysql.c,306,INT01-C,FP,"The `account` parameter of `pw_mysql_check` is `const char *account`, the FTP username being authenticated, not a size; INT01-C's naming heuristic misfired here as it did at line 245."
pureftpd,src/log_mysql.c,333,DCL04-C,TP,"`int crypto_argon2 = 0, crypto_scrypt = 0, crypto_crypt = 0, crypto_plain = 0;` genuinely declares 4 variables in a single declaration statement, matching DCL04-C's literal definition."
pureftpd,src/log_mysql.c,335,MSC13-C,TP,"`decimal_ip_num = 0UL` at line 335 is only ever read after being unconditionally overwritten at lines 357-359 (the AF_INET branch); on the non-AF_INET path the initial 0UL value is never read at all before the function returns, matching MSC13-C's dead-store definition."
pureftpd,src/log_mysql.c,336,DCL06-C,TP,"`char decimal_ip[42];` uses the literal 42 with no symbolic constant, matching DCL06-C's definition."
pureftpd,src/log_mysql.c,337,ENV01-C,FP,`char hbuf[NI_MAXHOST];` is a getnameinfo() output buffer sized by the standard NI_MAXHOST constant; it has no relationship to an environment variable. ENV01-C's check flags any fixed array whose size text merely contains the substring 'MAX'.
pureftpd,src/log_mysql.c,338,ENV01-C,FP,"`char pbuf[NI_MAXSERV];` is a getnameinfo() output buffer, unrelated to any environment variable; same ENV01-C substring-match false positive."
pureftpd,src/log_mysql.c,339,ENV01-C,FP,"`char phbuf[NI_MAXHOST];` is a getnameinfo() output buffer, unrelated to any environment variable; same ENV01-C substring-match false positive."
pureftpd,src/log_mysql.c,345,EXP10-C,FP,"The flagged expression is `getnameinfo(sa, STORAGE_LEN(*sa), ...) != 0`; `STORAGE_LEN` is a macro (`#define STORAGE_LEN(X) ((X).ss_len)` or a pure ternary of sizeof expressions in ftpd.h), not a real function call, so there is no second side-effecting call whose evaluation order is unspecified. sqc's call counter is fooled by the macro's call-like syntax."
pureftpd,src/log_mysql.c,348,EXP10-C,FP,"Same as line 345: the second `getnameinfo(peer, STORAGE_LEN(*peer), ...) != 0` operand also only contains the STORAGE_LEN macro (a pure field-access/sizeof expression, not a function call) alongside the real getnameinfo call; also, this whole expression is the right operand of `||`, which the rule itself otherwise treats as sequenced."
pureftpd,src/log_mysql.c,353,EXP33-C,FP,"Line 353, `*decimal_ip = 0;`, IS the initializing write to `decimal_ip` (setting it to an empty string) — it is not a read of an uninitialized value, so 'used uninitialized' mischaracterizes this line."
pureftpd,src/log_mysql.c,355,DCL05-C,FP,"`const unsigned char *decimal_ip_raw = (const unsigned char *) &(STORAGE_SIN_ADDR(*peer));` is a plain pointer variable declaration with a cast, not a function pointer declaration at all; DCL05-C's function-pointer-typedef advice does not apply."
pureftpd,src/log_mysql.c,357,DCL06-C,TP,"`decimal_ip_raw[0] << 24` shifts an `unsigned char` (promoted to `int`) by 24 bits without an explicit unsigned-long cast at the point of the literal shift constant (the cast at lines 357-358 covers the array element, but the raw magic number 24 itself has no symbolic name); matches DCL06-C's literal magic-number definition."
pureftpd,src/log_mysql.c,358,DCL06-C,TP,"Same as line 357: the literal shift amount 16 has no symbolic constant, matching DCL06-C's definition."
pureftpd,src/log_mysql.c,359,EXP14-C,TP,"`(decimal_ip_raw[2] << 8) | decimal_ip_raw[3]` shifts the promoted `unsigned char` value without the `(unsigned long)` cast that lines 357-358 explicitly use for the same construction, an apparent inconsistency/oversight; on platforms with 16-bit int the promoted value (max 65280) can exceed INT_MAX (32767), a genuine (if narrow-platform) EXP14-C hazard."
pureftpd,src/log_mysql.c,360,PRE31-C,FP,"SNCHECK's every definition (in mysnprintf.h) references its CALL argument (the snprintf invocation) exactly once per branch, and its SIZE argument at most once per branch; there is no double-evaluation of a side-effecting argument for PRE31-C to flag."
pureftpd,src/log_mysql.c,360,STR03-C,FP,"`snprintf(decimal_ip, sizeof decimal_ip, ""%lu"", decimal_ip_num)` is wrapped in `SNCHECK(...)`, whose entire purpose is to detect and reject truncation (`goto bye` on failure) — this is exactly the 'proper length validation' STR03-C asks for, just expressed via a macro rather than a literal if-check."
pureftpd,src/log_mysql.c,360,EXP05-C,FP,`decimal_ip` (a non-const `char[42]`) is passed to snprintf as the destination buffer to write into; nothing const-qualified is being cast away here.
pureftpd,src/log_mysql.c,394,EXP34-C,FP,`escaped_account` is assigned via `pw_mysql_escape_string()` at lines 368-371 with an explicit `if (... == NULL) goto bye;` immediately after; by line 394 it is provably non-NULL on every reachable path.
pureftpd,src/log_mysql.c,394,EXP34-C,FP,`escaped_ip` is checked for NULL immediately after assignment at lines 372-375 (`if ((escaped_ip = pw_mysql_escape_string(...)) == NULL) goto bye;`); provably non-NULL by line 394.
pureftpd,src/log_mysql.c,395,EXP34-C,FP,`escaped_port` is checked for NULL immediately after assignment at lines 376-379; provably non-NULL by line 395.
pureftpd,src/log_mysql.c,395,EXP34-C,FP,`escaped_peer_ip` is checked for NULL immediately after assignment at lines 380-383; provably non-NULL by line 395.
pureftpd,src/log_mysql.c,396,EXP34-C,FP,`escaped_decimal_ip` is checked for NULL immediately after assignment at lines 384-387; provably non-NULL by line 396.
pureftpd,src/log_mysql.c,400,MEM31-C,FP,"`uid` is freed at the `bye:` cleanup label via `if (uid != sql_default_uid) { free((void *) uid); }` (lines 575-577), which correctly frees only the dynamically-allocated case and skips the static default string; sqc's leak check fails to trace this conditional free back to the allocation."
pureftpd,src/log_mysql.c,401,EXP34-C,FP,"Same as line 394: `escaped_account` was NULL-checked right after its own assignment, long before this call."
pureftpd,src/log_mysql.c,401,EXP34-C,FP,Same as line 394: `escaped_ip` was NULL-checked right after its own assignment.
pureftpd,src/log_mysql.c,402,EXP34-C,FP,Same as line 395: `escaped_port` was NULL-checked right after its own assignment.
pureftpd,src/log_mysql.c,402,EXP34-C,FP,Same as line 395: `escaped_peer_ip` was NULL-checked right after its own assignment.
pureftpd,src/log_mysql.c,403,EXP34-C,FP,Same as line 396: `escaped_decimal_ip` was NULL-checked right after its own assignment.
pureftpd,src/log_mysql.c,409,MEM31-C,FP,"`gid` is freed at the `bye:` cleanup label via `if (gid != sql_default_gid) { free((void *) gid); }` (lines 578-580), correctly distinguishing the static-default case from the dynamically-allocated case; not a leak."
pureftpd,src/log_mysql.c,410,EXP34-C,FP,`escaped_account` was NULL-checked at its own assignment (lines 368-371); still non-NULL here.
pureftpd,src/log_mysql.c,410,EXP34-C,FP,`escaped_ip` was NULL-checked at its own assignment (lines 372-375); still non-NULL here.
pureftpd,src/log_mysql.c,411,EXP34-C,FP,`escaped_port` was NULL-checked at its own assignment (lines 376-379); still non-NULL here.
pureftpd,src/log_mysql.c,411,EXP34-C,FP,`escaped_peer_ip` was NULL-checked at its own assignment (lines 380-383); still non-NULL here.
pureftpd,src/log_mysql.c,412,EXP34-C,FP,`escaped_decimal_ip` was NULL-checked at its own assignment (lines 384-387); still non-NULL here.
pureftpd,src/log_mysql.c,418,EXP34-C,FP,`escaped_account` was NULL-checked at its own assignment (lines 368-371); still non-NULL here.
pureftpd,src/log_mysql.c,418,EXP34-C,FP,`escaped_ip` was NULL-checked at its own assignment (lines 372-375); still non-NULL here.
pureftpd,src/log_mysql.c,419,EXP34-C,FP,`escaped_port` was NULL-checked at its own assignment (lines 376-379); still non-NULL here.
pureftpd,src/log_mysql.c,419,EXP34-C,FP,`escaped_peer_ip` was NULL-checked at its own assignment (lines 380-383); still non-NULL here.
pureftpd,src/log_mysql.c,420,EXP34-C,FP,`escaped_decimal_ip` was NULL-checked at its own assignment (lines 384-387); still non-NULL here.
pureftpd,src/log_mysql.c,455,MSC13-C,FP,"`crypted` is assigned and then immediately read twice in the very same expression (`(crypted = (const char *) crypt(password, spwd)) != NULL && pure_strcmp(crypted, spwd) == 0`); it is not a dead store."
pureftpd,src/log_mysql.c,456,EXP34-C,FP,`spwd` is assigned from `pw_mysql_getquery(...)` at line 393 with an explicit `if (... == NULL) goto bye;` right after; by line 456 it is provably non-NULL on every reachable path.
pureftpd,src/log_mysql.c,462,EXP34-C,FP,"spwd was already checked non-NULL at line 393-397 (goto bye on NULL) before this comparison, so this path never sees a NULL spwd."
pureftpd,src/log_mysql.c,468,MSC07-C,FP,"Line 468 (`auth_ok:`) is a label reached via multiple `goto auth_ok` statements elsewhere in the function (lines 440, 448, 457, 463), so it is not unreachable despite following a `goto bye` at line 466."
pureftpd,src/log_mysql.c,473,ERR01-C,TP,"The code calls strtoul/strtoull and never checks errno afterward (no `errno = 0` reset and no post-call errno check), matching ERR01-C's requirement to consistently check errno for functions that set it on error."
pureftpd,src/log_mysql.c,473,ERR30-C,TP,"errno is never reset to 0 before this strtoul/strtoull call, so a stale errno from an earlier library call could be misread as this call's error indicator, matching ERR30-C."
pureftpd,src/log_mysql.c,477,EXP34-C,FP,"pw->pw_uid is only evaluated when the preceding `pw == NULL` short-circuits false in `(pw = getpwnam(uid)) == NULL || pw->pw_uid <= 0`, so pw is guaranteed non-NULL at the dereference."
pureftpd,src/log_mysql.c,482,ERR01-C,TP,"The code calls strtoul/strtoull and never checks errno afterward (no `errno = 0` reset and no post-call errno check), matching ERR01-C's requirement to consistently check errno for functions that set it on error."
pureftpd,src/log_mysql.c,482,ERR30-C,TP,"errno is never reset to 0 before this strtoul/strtoull call, so a stale errno from an earlier library call could be misread as this call's error indicator, matching ERR30-C."
pureftpd,src/log_mysql.c,486,EXP34-C,FP,"gr->gr_gid is only evaluated when the preceding `gr == NULL` short-circuits false in `(gr = getgrnam(gid)) == NULL || ...`, so gr is guaranteed non-NULL at the dereference."
pureftpd,src/log_mysql.c,495,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,495,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,496,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,496,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,497,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,498,ERR33-C,TP,"strtoul/strtoull's return value is used directly (`q > 0` check only) with no way to distinguish a genuine 0 result from a conversion error, matching ERR33-C's requirement to check error-indicating return values."
pureftpd,src/log_mysql.c,498,ERR01-C,TP,"The code calls strtoul/strtoull and never checks errno afterward (no `errno = 0` reset and no post-call errno check), matching ERR01-C's requirement to consistently check errno for functions that set it on error."
pureftpd,src/log_mysql.c,498,ERR30-C,TP,"errno is never reset to 0 before this strtoul/strtoull call, so a stale errno from an earlier library call could be misread as this call's error indicator, matching ERR30-C."
pureftpd,src/log_mysql.c,506,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,506,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,507,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,507,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,508,EXP34-C,FP,"The escaped_* variable was already assigned and checked for NULL earlier in pw_mysql_check (each `if ((escaped_X = pw_mysql_escape_string(...)) == NULL) goto bye;` around lines 368-386) and is never reassigned, so it is guaranteed non-NULL by the time this later call executes."
pureftpd,src/log_mysql.c,509,ERR33-C,TP,"strtoul/strtoull's return value is used directly (`q > 0` check only) with no way to distinguish a genuine 0 result from a conversion error, matching ERR33-C's requirement to check error-indicating return values."
pureftpd,src/log_mysql.c,509,ERR01-C,TP,"The code calls strtoul/strtoull and never checks errno afterward (no `errno = 0` reset and no post-call errno check), matching ERR01-C's requirement to consistently check errno for functions that set it on error."
