project,file,line,rule,verdict,reason
pureftpd,src/log_mysql.c,482,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_mysql.c,498,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_mysql.c,509,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_mysql.c,512,DCL06-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_mysql.c,522,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_mysql.c,533,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_mysql.c,546,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_mysql.c,557,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_mysql_p.h,43,ARR02-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,248,MEM10-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,384,API00-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,384,API00-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,384,API00-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,384,API00-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,436,DCL06-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,437,DCL06-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,438,EXP14-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,550,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,559,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,575,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,586,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,599,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,610,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,623,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,634,ERR01-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,682,DCL06-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql.c,689,DCL06-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
pureftpd,src/log_pgsql_p.h,33,ARR02-C,FP,"Adversarially re-verified (task 467, >=3 independent skeptics per finding, majority vote, 2026-08-26): original single-pass TP verdict refuted on re-read of the code (and, for ERR01-C/ERR30-C/ERR33-C, sqc rule-source cross-check)."
